title_id,author_id,title,volumes,publisher_location,publisher_name,publication_year,first_name,middle_name,last_name,alt_name,birth_year,death_year,gender
640,280,A Faithful Woman,3,London,Hurst and Blackett,1865,Harriet,Maria,Smythies,Gordon (maiden name); Mrs. Yorick Smythies (familiar name),1813.0,1883.0,F
641,280,Acquitted: A Novel,3,London,Tinsley Brothers,1870,Harriet,Maria,Smythies,Gordon (maiden name); Mrs. Yorick Smythies (familiar name),1813.0,1883.0,F
642,280,"Guilty: or, Not Guilty. A Novel",3,London,Hurst and Blackett,1864,Harriet,Maria,Smythies,Gordon (maiden name); Mrs. Yorick Smythies (familiar name),1813.0,1883.0,F
643,280,Idols of Clay,3,London,Saunders and Otley,1867,Harriet,Maria,Smythies,Gordon (maiden name); Mrs. Yorick Smythies (familiar name),1813.0,1883.0,F
644,280,Left to Themselves,3,London,Hurst and Blackett,1863,Harriet,Maria,Smythies,Gordon (maiden name); Mrs. Yorick Smythies (familiar name),1813.0,1883.0,F
645,1034,Son and Heir,3,London,Hurst and Blackett,1864,Emily,,Spender,,1841.0,1922.0,F
646,281,Brought to Light,3,London,Charles W. Wood,1867,Thomas,Wilkinson,Speight,,1830.0,1915.0,M
647,281,Foolish Margaret: A Novel,3,London,Charles W. Wood,1867,Thomas,Wilkinson,Speight,,1830.0,1915.0,M
648,282,The Author's Daughter,3,London,Bentley,1868,Catherine,Helen,Spence,,1825.0,1910.0,F
649,282,Mr. Hogarth's Will,3,London,Bentley,1865,Catherine,Helen,Spence,,1825.0,1910.0,F
650,283,The Cabinet Secret,3,London,Hurst and Blackett,1867,Leigh,,Spencer,,,,F
651,230,Her Own Fault,3,London,Hurst and Blackett,1871,Lillian,,Spender,Headland (maiden name); Mrs. John Kent Spender (familiar name),1835.0,1895.0,F
652,114,A Splendid Fortune: A Novel,3,London,Sampson Low,1865,James,Hain,Friswell,,1825.0,1878.0,M
653,285,So Runs the World Away,3,London,Chapman and Hall,1869,Anna,Caroline,Steele,Wood (maiden name),1841.0,1920.0,F
654,285,Gardenhurst: A Novel,3,London,Chapman and Hall,1867,Anna,Caroline,Steele,Wood (maiden name),1841.0,1920.0,F
655,60,Stern Necessity,3,London,Hurst and Blackett,1870,Frederick,William,Robinson,A Prison Matron (pseudonym),1830.0,1901.0,M
656,286,Picked Up at Sea: A Romance,3,London,Sampson Low,1863,William,J.,Stewart,,,,M
657,51,"Strathmore: or, Wrought by His Own Hand. A Life Romance",3,London,Chapman and Hall,1865,,,Ouida,(pseudonym); Marie Louise de la Ramée (legal name),1839.0,1908.0,F
658,287,The Old Ledger,3,London,Tinsley Brothers,1865,Gustave,Louis Maurice,Strauss,The Old Bohemian,1807.0,1887.0,M
659,728,The Fate of a Year: A Novel,3,London,Skeet,1863,Sarah,,Stredder,,1831.0,1910.0,F
660,289,Clives of Burcot,3,London,Tinsley Brothers,1866,Hesba,,Stretton,Sarah Smith (maiden name),1832.0,1911.0,F
661,289,Paul's Courtship,3,London,Charles W. Wood,1867,Hesba,,Stretton,Sarah Smith (maiden name),1832.0,1911.0,F
662,290,How Will it End?,3,London,Bentley,1865,Agnes,,Strickland,,1796.0,1874.0,F
663,233,Sun and Shade,3,London,Hurst and Blackett,1871,Gertrude,,Parsons,Hext (maiden name),1812.0,1891.0,F
664,291,One Maiden Only,3,London,Hurst and Blackett,1870,Edward,Campbell,Tainsh,,1835.0,1919.0,M
665,291,"Saint Alice, who, however, was no saint",3,London,Hurst and Blackett,1867,Edward,Campbell,Tainsh,,1835.0,1919.0,M
666,227,Taken upon Trust,3,London,Tinsley Brothers,1863,Matilda,Charlotte,Houstoun,Mrs. Houstoun (familiar name),1815.0,1892.0,F
667,292,Hannah Thurston: A Story of American Life,3,London,Sampson Low,1863,Bayard,,Taylor,,1825.0,1878.0,M
668,292,John Godfrey's Fortunes: Related by Himself. A Story of American Life,3,London,Sampson Low,1864,Bayard,,Taylor,,1825.0,1878.0,M
669,293,Ralph Darnell,3,Edinburgh,Blackwood,1865,Philip,Meadows,Taylor,Capt. Meadows Taylor (familiar name),1808.0,1876.0,M
670,293,Tara: A Mahratta Tale,3,Edinburgh,Blackwood,1863,Philip,Meadows,Taylor,Capt. Meadows Taylor (familiar name),1808.0,1876.0,M
671,76,Barry O'Byrne,3,London,John Maxwell,1864,Annie,,Thomas,Mrs. Pender Cudlip (married name),1838.0,1918.0,F
672,76,Called to Account,3,London,Tinsley Brothers,1867,Annie,,Thomas,Mrs. Pender Cudlip (married name),1838.0,1918.0,F
673,76,Denis Donne: A Novel,3,London,Tinsley Brothers,1864,Annie,,Thomas,Mrs. Pender Cudlip (married name),1838.0,1918.0,F
674,76,High Stakes: A Novel,3,London,Tinsley Brothers,1867,Annie,,Thomas,Mrs. Pender Cudlip (married name),1838.0,1918.0,F
675,76,On Guard: A Novel,3,London,Chapman and Hall,1865,Annie,,Thomas,Mrs. Pender Cudlip (married name),1838.0,1918.0,F
676,76,Only Herself: A Novel,3,London,Chapman and Hall,1869,Annie,,Thomas,Mrs. Pender Cudlip (married name),1838.0,1918.0,F
677,76,Played Out: A Novel,3,London,Chapman and Hall,1866,Annie,,Thomas,Mrs. Pender Cudlip (married name),1838.0,1918.0,F
678,76,Sir Victor's Choice,3,London,John Maxwell,1864,Annie,,Thomas,Mrs. Pender Cudlip (married name),1838.0,1918.0,F
679,76,Theo Leigh: A Novel,3,London,Tinsley Brothers,1865,Annie,,Thomas,Mrs. Pender Cudlip (married name),1838.0,1918.0,F
680,76,Walter Goring,3,London,Chapman and Hall,1866,Annie,,Thomas,Mrs. Pender Cudlip (married name),1838.0,1918.0,F
681,294,A Fight for Life,3,London,Sampson Low,1868,William,Moy,Thomas,,1828.0,1910.0,M
682,295,Next Door: A Novel,3,London,Hurst and Blackett,1863,Katherine,,Thomson,Byerley (maiden name); Grace Wharton (pseudonym),1797.0,1862.0,F
683,296,Greatheart,3,London,Hurst and Blackett,1866,Walter,,Thornbury,,1828.0,1876.0,M
684,296,The Vicar's Courtship,3,London,Hurst and Blackett,1869,Walter,,Thornbury,,1828.0,1876.0,M
685,296,True as Steel,3,London,Hurst and Blackett,1863,Walter,,Thornbury,,1828.0,1876.0,M
686,296,Wildfire,3,London,Hurst and Blackett,1864,Walter,,Thornbury,,1828.0,1876.0,M
687,1,Three Lives in One,3,London,Hurst and Blackett,1863,,,Anonymous,Anon. (abbreviation),,,U
688,193,Three Wives,3,London,Hurst and Blackett,1868,Julia,Cecilia,Stretton,Collinson (maiden name),1812.0,1876.0,F
689,342,Through Flood and Flame: A Novel,3,London,Bentley,1868,Sabine,,Baring-Gould,,1834.0,1924.0,M
690,297,Adventures of Mrs. Hardcastle,3,London,Hurst and Blackett,1869,Lady  Charles,,Thynne,Harriet Frances Bagot (maiden name),1816.0,1881.0,F
691,297,Colonel Fortescue's Daughter,3,London,Hurst and Blackett,1868,Lady  Charles,,Thynne,Harriet Frances Bagot (maiden name),1816.0,1881.0,F
693,1,Tom Marchmont,3,London,J. C. Hotten,1867,,,Anonymous,Anon. (abbreviation),,,U
694,182,Tony Butler,3,Edinburgh,Blackwood,1865,Charles,James,Lever,,1806.0,1872.0,M
695,299,"Harry Egerton: or, The Younger Son of the Day",3,London,Chapman and Hall,1869,George,Loftus,Tottenham,,1844.0,1910.0,M
696,252,George Geith of Fen Court: A Novel,3,London,Tinsley Brothers,1865,Charlotte,Elizabeth,Riddell,Cowan (maiden name); Rainey Hawthorne (pseudonym); R.V.M. Sparling (pseudonym); F.G. Trafford (pseudonym),1832.0,1906.0,F
697,252,Maxwell Drewitt: A Novel,3,London,Tinsley Brothers,1865,Charlotte,Elizabeth,Riddell,Cowan (maiden name); Rainey Hawthorne (pseudonym); R.V.M. Sparling (pseudonym); F.G. Trafford (pseudonym),1832.0,1906.0,F
698,252,Phemie Keller: A Novel,3,London,Tinsley Brothers,1866,Charlotte,Elizabeth,Riddell,Cowan (maiden name); Rainey Hawthorne (pseudonym); R.V.M. Sparling (pseudonym); F.G. Trafford (pseudonym),1832.0,1906.0,F
699,51,Tricotrin: Story of a Waif and Stray,3,London,Chapman and Hall,1868,,,Ouida,(pseudonym); Marie Louise de la Ramée (legal name),1839.0,1908.0,F
700,301,The Belton Estate,3,London,Chapman and Hall,1866,Anthony,,Trollope,,1815.0,1882.0,M
701,301,Ralph the Heir,3,London,Hurst and Blackett,1871,Anthony,,Trollope,,1815.0,1882.0,M
702,302,Old Man's Secret,3,London,T. C. Newby,1866,Frank,,Trollope,,,,M
703,302,A Right-Minded Woman: A Novel,3,London,T. C. Newby,1865,Frank,,Trollope,,,,M
704,303,Artingale Castle,3,London,Chapman and Hall,1867,Thomas,Adolphus,Trollope,,1810.0,1892.0,M
705,303,Dream Numbers: A Novel,3,London,Chapman and Hall,1868,Thomas,Adolphus,Trollope,,1810.0,1892.0,M
706,303,Durnton Abbey: A Novel,3,London,Bentley,1871,Thomas,Adolphus,Trollope,,1810.0,1892.0,M
707,303,Garstangs of Garstang Grange,3,London,"Smith, Elder",1869,Thomas,Adolphus,Trollope,,1810.0,1892.0,M
708,303,Gemma: A Novel,3,London,Chapman and Hall,1866,Thomas,Adolphus,Trollope,,1810.0,1892.0,M
709,303,Giulio Malatesta: A Novel,3,London,Chapman and Hall,1863,Thomas,Adolphus,Trollope,,1810.0,1892.0,M
710,303,Lindisfarn Chase: A Novel,3,London,Chapman and Hall,1864,Thomas,Adolphus,Trollope,,1810.0,1892.0,M
711,303,A Siren,3,London,"Smith, Elder",1870,Thomas,Adolphus,Trollope,,1810.0,1892.0,M
712,1,True to the Life,3,London,Chapman and Hall,1868,,,Anonymous,Anon. (abbreviation),,,U
713,304,Turn of the Tide: A Novel,3,London,T. C. Newby,1867,Owyn,,Mor,,,,U
714,1529,The Two Anastasias: A Novel,3,London,Bentley,1864,Anne,Maria Carter,Smith,A. C. D. (pseudonym),1835.0,1909.0,F
715,227,The Two Rubies: A Novel,3,London,Tinsley Brothers,1868,Matilda,Charlotte,Houstoun,Mrs. Houstoun (familiar name),1815.0,1892.0,F
716,305,The Huguenot Family in English Village,3,London,Hurst and Blackett,1867,Henrietta,,Keddie,Sarah Tytler (pseudonym),1827.0,1914.0,F
717,305,Noblesse Oblige: An English Story of To-Day,3,London,Hurst and Blackett,1870,Henrietta,,Keddie,Sarah Tytler (pseudonym),1827.0,1914.0,F
718,1716,Under the Ban (Le Maudit): A Tale of the Nineteenth Century,3,London,"Smith, Elder",1864,Jean,Hippolyte,Michon,,1806.0,1881.0,M
719,51,Under Two Flags: A Story of the Household and the Desert,3,London,Chapman and Hall,1867,,,Ouida,(pseudonym); Marie Louise de la Ramée (legal name),1839.0,1908.0,F
720,233,Ursula's Love Story,3,London,Hurst and Blackett,1869,Gertrude,,Parsons,Hext (maiden name),1812.0,1891.0,F
721,306,Lost Footsteps: A Novel,3,London,Tinsley Brothers,1869,Joseph,,Verey,,1830.0,1912.0,M
722,306,Martyrs to Fashion: A Novel,3,London,Tinsley Brothers,1868,Joseph,,Verey,,1830.0,1912.0,M
723,1,Veronia,3,London,Hurst and Blackett,1863,,,Anonymous,Anon. (abbreviation),,,U
724,7,Veronica: A Novel,3,London,Tinsley Brothers,1870,Frances,Eleanor,Trollope,Ternan (maiden name),1834.0,1913.0,F
725,1,Vicissitudes of a Gentlewoman,3,London,Hurst and Blackett,1863,,,Anonymous,Anon. (abbreviation),,,U
726,307,On the Brink: A Novel,3,London,Chapman and Hall,1868,Sir Francis,,Vincent,,1803.0,1880.0,M
727,307,Sir Hubert Marston: A Novel,3,London,Chapman and Hall,1867,Sir Francis,,Vincent,,1803.0,1880.0,M
728,307,The Carylls: A Novel,3,London,T. C. Newby,1871,Sir Francis,,Vincent,,1803.0,1880.0,M
729,100,Viola,3,London,Hurst and Blackett,1869,Emily,,Jolly,,1834.0,1917.0,F
730,308,All About the Marsdens: A Chronicle of Every Day Life,3,London,T. C. Newby,1865,Mrs.,,Waller,,,,F
731,309,The Life Guardsman,3,London,Bentley,1871,Hugh,Mulleneux,Walmsley,,1826.0,1879.0,M
732,310,May and September: A Novel,3,London,Bentley,1867,Hon. Frederick,,Walpole,,1822.0,1876.0,M
733,311,Who Did It?: A Novel,3,London,T. C. Newby,1865,W.,,Walpole,,,,U
734,1,Walter Blake's Heroine,3,London,Hurst and Blackett,1866,,,Anonymous,Anon. (abbreviation),,,U
735,1718,Wanted--a Home,3,London,"Smith, Elder",1864,Anne,Judith,Penny,Brown (maiden name),1825.0,1893.0,F
736,194,The Waterdale Neighbours,3,London,Tinsley Brothers,1867,Justin,,McCarthy,,1830.0,1912.0,M
737,259,What Money Can't Do: A Novel,3,London,Tinsley Brothers,1866,Mrs.,,Pemberton,(pseudonym); H. Pemberton (pseudonym); Helen Etough Crookshank (maiden name); Gipps (married name); Hume (alternate name); Dick (alternate name),1830.0,1877.0,F
738,331,Which Shall it Be?,3,London,Bentley,1866,Mrs.,,Alexander,(pseudonym); Annie French (maiden name); Hector (married name),1825.0,1902.0,F
739,312,Hitherto: A Story of Yesterday,3,London,Sampson Low,1869,Adeline,Dutton Train,Whitney,,1824.0,1906.0,F
740,313,Mortimer's Money,3,London,Hurst and Blackett,1868,S.,Russell,Whitney,,,,M
741,313,Mother's Favourite,3,London,Hurst and Blackett,1866,S.,Russell,Whitney,,,,M
742,314,Wife and Child,3,London,Hurst and Blackett,1868,Miss,,Whitty,,,,F
743,315,The Duke's Honour,3,London,Hurst and Blackett,1869,Edward,,Wilberforce,,1834.0,1914.0,M
744,87,The Wild Flower of Ravensworth,3,London,Hurst and Blackett,1866,Matilda,Barbara,Betham-Edwards,,1836.0,1919.0,F
745,858,Wild Times: A Tale of the Days of Queen Elizabeth,3,London,John Murray,1865,Cecilia,Mary,Caddell,,1813.0,1877.0,F
746,1208,Jack Scudamore's Daughter: A Domestic Story,3,London,John Maxwell,1865,Robert,Folkestone,Williams,Frank Ranelagh (pseudonym),1810.0,1870.0,M
747,317,Only to be Married: A Novel,3,London,Tinsley Brothers,1867,William,,Kirkus,Florence Williamson (pseudonym),1830.0,1907.0,M
748,318,David Chantrey,3,London,John Maxwell,1865,William,Gorman,Wills,,1828.0,1891.0,M
749,318,The Love That Kills: A Novel,3,London,Tinsley Brothers,1867,William,Gorman,Wills,,1828.0,1891.0,M
750,318,The Three Watches,3,London,Hurst and Blackett,1864,William,Gorman,Wills,,1828.0,1891.0,M
751,318,The Wife's Evidence,3,London,Hurst and Blackett,1864,William,Gorman,Wills,,1828.0,1891.0,M
752,192,A Woman Against the World: A Novel,3,London,Bentley,1864,William,Gayer,Starbuck,,,,M
753,41,The Woman's Kingdom,3,London,Hurst and Blackett,1868,Dinah,Marie,Craik,Mulock (maiden name),1826.0,1887.0,F
754,1,"A Woman's Way: or, The Chelsea Sisterhood",3,London,Tinsley Brothers,1865,,,Anonymous,Anon. (abbreviation),,,U
755,215,Wondrous Strange: A Novel,3,London,T. C. Newby,1864,Emma,,Newby,Barry (maiden name); Emma Warburton (pseudonym); Mrs. C. J. Newby (familiar name),1825.0,1899.0,F
756,319,Sabina: A Novel,3,London,Chapman and Hall,1867,Lady Emma,Caroline,Wood,Mitchell (maiden name); C. Sylvester (pseudonym),1802.0,1879.0,F
757,319,Seadrift: A Novel,3,London,Chapman and Hall,1870,Lady Emma,Caroline,Wood,Mitchell (maiden name); C. Sylvester (pseudonym),1802.0,1879.0,F
758,319,Sorrow on the Sea: A Novel,3,London,Tinsley Brothers,1868,Lady Emma,Caroline,Wood,Mitchell (maiden name); C. Sylvester (pseudonym),1802.0,1879.0,F
759,320,Anne Hereford,3,London,Tinsley Brothers,1868,Ellen,,Wood,Price (maiden name); Mrs. Henry Wood (familiar name),1814.0,1887.0,F
760,320,Bessy Rane: A Novel,3,London,Bentley,1870,Ellen,,Wood,Price (maiden name); Mrs. Henry Wood (familiar name),1814.0,1887.0,F
761,320,Dene Hollow: A Novel,3,London,Bentley,1871,Ellen,,Wood,Price (maiden name); Mrs. Henry Wood (familiar name),1814.0,1887.0,F
762,320,Elster's Folly: A Novel,3,London,Tinsley Brothers,1866,Ellen,,Wood,Price (maiden name); Mrs. Henry Wood (familiar name),1814.0,1887.0,F
763,1721,It May be True: A Novel,3,London,T. C. Newby,1865,Kate,,Wood,,,,F
764,320,Lady Adelaide's Oath,3,London,Bentley,1867,Ellen,,Wood,Price (maiden name); Mrs. Henry Wood (familiar name),1814.0,1887.0,F
765,320,Lord Oakburn's Daughters,3,London,Bradbury and Evans,1865,Ellen,,Wood,Price (maiden name); Mrs. Henry Wood (familiar name),1814.0,1887.0,F
766,320,Mildred Arkell: A Novel,3,London,Tinsley Brothers,1865,Ellen,,Wood,Price (maiden name); Mrs. Henry Wood (familiar name),1814.0,1887.0,F
767,320,Oswald Cray,3,London,Longman,1864,Ellen,,Wood,Price (maiden name); Mrs. Henry Wood (familiar name),1814.0,1887.0,F
768,320,Red Court Farm,3,London,Tinsley Brothers,1868,Ellen,,Wood,Price (maiden name); Mrs. Henry Wood (familiar name),1814.0,1887.0,F
769,320,"Roland Yorke: A Sequel to ""The Channings""",3,London,Bentley,1869,Ellen,,Wood,Price (maiden name); Mrs. Henry Wood (familiar name),1814.0,1887.0,F
770,320,St. Martin's Eve,3,London,Tinsley Brothers,1866,Ellen,,Wood,Price (maiden name); Mrs. Henry Wood (familiar name),1814.0,1887.0,F
771,320,The Shadow of Ashlydyat,3,London,Bradbury and Evans,1864,Ellen,,Wood,Price (maiden name); Mrs. Henry Wood (familiar name),1814.0,1887.0,F
772,1721,Sir Cyrus of Stonycleft,3,London,T. C. Newby,1867,Kate,,Wood,,,,F
773,320,"Trevlyn Hold: or, Squire Trevlyn's Heir",3,London,Tinsley Brothers,1864,Ellen,,Wood,Price (maiden name); Mrs. Henry Wood (familiar name),1814.0,1887.0,F
774,320,Verner's Pride,3,London,Bradbury and Evans,1864,Ellen,,Wood,Price (maiden name); Mrs. Henry Wood (familiar name),1814.0,1887.0,F
775,1529,Work-a-Day Briers,3,London,Bentley,1868,Anne,Maria Carter,Smith,A. C. D. (pseudonym),1835.0,1909.0,F
776,321,Guy Vernon,3,London,Hurst and Blackett,1870,Hon. Isabella,Letitia,Woulfe,Graves (maiden name),1817.0,1870.0,F
777,323,Mercedes: A Romance,3,London,John Maxwell,1865,Sir Lascelles,,Wraxall,,1828.0,1865.0,M
778,324,The Bane of a Life: A Novel,3,London,Tinsley Brothers,1870,Thomas,,Wright,The Journeyman Engineer (pseudonym),1839.0,1909.0,M
779,1,The Wrong Letter: A Novel,3,London,T. C. Newby,1865,,,Anonymous,Anon. (abbreviation),,,U
780,325,A Righted Wrong: A Novel,3,London,Tinsley Brothers,1870,Edmund,Hodgson,Yates,,1831.0,1894.0,M
781,325,Black Sheep: A Novel,3,London,Tinsley Brothers,1867,Edmund,Hodgson,Yates,,1831.0,1894.0,M
782,325,Broken to Harness: A Story of English Domestic Life,3,London,Bentley,1864,Edmund,Hodgson,Yates,,1831.0,1894.0,M
783,325,Dr. Wainwright's Patient: A Novel,3,London,Chapman and Hall,1871,Edmund,Hodgson,Yates,,1831.0,1894.0,M
784,325,The Forlorn Hope: A Novel,3,London,Tinsley Brothers,1867,Edmund,Hodgson,Yates,,1831.0,1894.0,M
785,325,Kissing the Rod: A Novel,3,London,Tinsley Brothers,1866,Edmund,Hodgson,Yates,,1831.0,1894.0,M
786,325,Land at Last: A Novel in Three Books,3,London,Chapman and Hall,1866,Edmund,Hodgson,Yates,,1831.0,1894.0,M
787,325,Nobody's Fortune: A Novel,3,London,Chapman and Hall,1872,Edmund,Hodgson,Yates,,1831.0,1894.0,M
788,325,The Rock Ahead: A Novel,3,London,Tinsley Brothers,1868,Edmund,Hodgson,Yates,,1831.0,1894.0,M
789,325,Running the Gauntlet: A Novel,3,London,Tinsley Brothers,1865,Edmund,Hodgson,Yates,,1831.0,1894.0,M
790,1713,Yaxley and its Neighbourhood: A Novel,3,London,T. C. Newby,1864,Anne,J.,Robertson,,,,F
791,227,"Zoe's ""Brand""",3,London,Chapman and Hall,1864,Matilda,Charlotte,Houstoun,Mrs. Houstoun (familiar name),1815.0,1892.0,F
792,1825,Almack's: A Society Novel of the Times of George IV,3,London,Saunders and Otley,1826,Marianne,Spencer,Hudson,Stanhope (maiden name),,,F
793,1,Amat: A Novel,3,London,Chapman and Hall,1881,,,Anonymous,Anon. (abbreviation),,,U
794,1,The Building of St. Barnabas: A Novel,2,London,Chapman and Hall,1883,,,Anonymous,Anon. (abbreviation),,,U
795,795,Chums: A Tale of the Queen's Navy,3,London,Tinsley Brothers,1882,J.,Fortrey,Bouverie,,,,U
796,1,Colonel Annesley's Daughters: A Novel,3,London,F. V. White,1884,,,Anonymous,Anon. (abbreviation),,,U
797,1,Contrast: A Story of Two Women,3,London,Remington,1884,,,Anonymous,Anon. (abbreviation),,,U
798,1,"The Dawn of the Twentieth Century: A Novel, Social and Political",3,London,Remington,1882,,,Anonymous,Anon. (abbreviation),,,U
799,1,Dreamland and Ghostland: Original Collection of Tales and Warnings,3,London,George Redway,1887,,,Anonymous,Anon. (abbreviation),,,U
800,1700,Flower o' the Broom: A Novel,3,London,Sampson Low,1881,,,BTAO Rare Pale Margaret,,,,U
801,1703,Hurst and Hanger: A History in Two Parts,3,London,Kegan Paul,1886,Mary,Augusta,Austen-Leigh,,1838.0,1922.0,F
802,3278,John Haile: A Story of Successful Failure,3,London,Sampson Low,1885,,,BTAO Sleepy Sketches,,,,M
803,1,Jonathan Swift: A Novel,3,London,Hurst and Blackett,1883,,,Anonymous,Anon. (abbreviation),,,U
804,388,Juliet: A Novel,3,London,Bentley,1883,Mary,Elizabeth,Carter,Stevenson (married name),1853.0,1935.0,F
805,432,The Knave of Hearts: A Novel,3,London,Bentley,1884,Alice,Mangoldt,Diehl,Mangoldt (maiden name),1844.0,1912.0,F
806,590,Molly's Story: A Family History,3,London,Ward and Downey,1888,Frank,,Merryfield,,,,M
807,1704,Mrs. Sharpe: A Novel,3,London,George Bell and Sons,1887,,,BTAO Shadrach,,,,U
808,1702,My Trivial Life and Misfortunes: By a Plain Woman,3,Edinburgh,Blackwood,1883,,,BTAO My Trivial Life and Misfortunes,,,,U
810,1700,Pomegranate Seed,3,London,Sampson Low,1886,,,BTAO Rare Pale Margaret,,,,U
811,1702,Poor Nellie,3,Edinburgh,Blackwood,1887,,,BTAO My Trivial Life and Misfortunes,,,,U
812,3,"Passages in the Life of a Lady, 1814-16",3,London,Hurst and Blackett,1887,Hamilton,,Aidé,Charles Hamilton Aidé (legal name),1826.0,1906.0,M
813,5,Stanley Brereton,3,London,Routledge,1881,William,Harrison,Ainsworth,Will Brown (pseudonym),1805.0,1882.0,M
814,14,Marion's Married Life,3,London,Hurst and Blackett,1885,Christiana,Jane,Douglas,Davies (married name),1822.0,1887.0,F
815,16,Forbidden to Marry: A Novel,3,London,F. V. White,1883,Isabella,,Banks,Varley (maiden name); Mrs. G. Linnaeus Banks (familiar name),1821.0,1897.0,F
816,16,In His Own Hand: A Novel,3,London,F. V. White,1885,Isabella,,Banks,Varley (maiden name); Mrs. G. Linnaeus Banks (familiar name),1821.0,1897.0,F
817,19,Courtleroy,3,London,Hurst and Blackett,1887,Anne,,Beale,,1816.0,1900.0,F
818,19,Idonea,3,London,Hurst and Blackett,1881,Anne,,Beale,,1816.0,1900.0,F
819,19,Restitution: A Novel,3,London,Hurst and Blackett,1889,Anne,,Beale,,1816.0,1900.0,F
820,19,Squire Lisle's Bequest,3,London,Hurst and Blackett,1883,Anne,,Beale,,1816.0,1900.0,F
821,26,"Mind, Body, and Estate: A Novel",3,London,Ward and Downey,1885,Frances,E. M.,Notley,Thomas (maiden name); Francis Derrick (pseudonym),1820.0,1912.0,F
822,26,The Power of the Hand: A Novel,3,London,Ward and Downey,1888,Frances,E. M.,Notley,Thomas (maiden name); Francis Derrick (pseudonym),1820.0,1912.0,F
823,26,Red Riding Hood,3,London,Hurst and Blackett,1883,Frances,E. M.,Notley,Thomas (maiden name); Francis Derrick (pseudonym),1820.0,1912.0,F
824,29,The Beautiful Wretch; The Four Macnicols; The Pupil of Aurelius,3,London,Macmillan,1881,William,,Black,,1841.0,1898.0,M
825,29,In Far Lochaber,3,London,Sampson Low,1888,William,,Black,,1841.0,1898.0,M
826,29,Judith Shakespeare,3,London,Macmillan,1884,William,,Black,,1841.0,1898.0,M
827,29,Sabina Zembra,3,London,Macmillan,1887,William,,Black,,1841.0,1898.0,M
828,29,Shandon Bells,3,London,Macmillan,1883,William,,Black,,1841.0,1898.0,M
829,29,The Strange Adventures of a House Boat,3,London,Sampson Low,1888,William,,Black,,1841.0,1898.0,M
830,29,Sunrise: A Story of These Times,3,London,Sampson Low,1881,William,,Black,,1841.0,1898.0,M
831,29,White Heather: A Novel,3,London,Macmillan,1885,William,,Black,,1841.0,1898.0,M
832,29,Yolande: The Story of a Daughter,3,London,Macmillan,1883,William,,Black,,1841.0,1898.0,M
833,30,Christowell: A Dartmoor Tale,3,London,Sampson Low,1881,Richard,Doddridge,Blackmore,,1825.0,1900.0,M
834,30,Kit and Kitty: A Story of West Middlesex,3,London,Sampson Low,1890,Richard,Doddridge,Blackmore,,1825.0,1900.0,M
835,30,Springhaven: A Tale of the Great War,3,London,Sampson Low,1887,Richard,Doddridge,Blackmore,,1825.0,1900.0,M
836,34,Aut Caesar aut Nihil,3,London,Longman,1883,Mary,von,Bothmer,Countess von Bothmer (title),1842.0,1901.0,F
837,37,Asphodel: A Novel,3,London,John Maxwell,1881,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
838,37,The Day Will Come: A Novel,3,London,Simpkin,1889,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
839,37,The Fatal Three: A Novel,3,London,Simpkin,1888,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
840,37,Ishmael: A Novel,3,London,John Maxwell,1884,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
841,37,Like and Unlike: A Novel,3,London,Spencer Blackett,1887,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
842,37,Mohawks: A Novel,3,London,John Maxwell,1886,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
843,37,Mount Royal: A Novel,3,London,John Maxwell,1882,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
844,37,The One Thing Needful: A Novel,3,London,John Maxwell,1886,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
845,37,Phantom Fortune: A Novel,3,London,John Maxwell,1883,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
846,48,For Lilias: A Novel,3,London,Bentley,1885,Rosa,Nouchette,Carey,,1840.0,1909.0,F
847,48,Mary St. John: A Novel,3,London,Bentley,1882,Rosa,Nouchette,Carey,,1840.0,1909.0,F
848,48,Not Like Other Girls: A Novel,3,London,Bentley,1884,Rosa,Nouchette,Carey,,1840.0,1909.0,F
849,48,Only the Governess: A Novel,3,London,Bentley,1888,Rosa,Nouchette,Carey,,1840.0,1909.0,F
